0;0;0;0;0;0;0;0;;;;#;Evento;T Inicial;T Final;A;C;FN;FM;FD;D
49,706;0,00732212;0,013545362;1,016254842;0,83462;-2,52495;-161,40927;0;;;;;;;;;;;;;
49,729;0,05845158;-0,006101937;0,949260958;0,86232;-2,48755;-161,40501;0;;;;;;;;;;;;;
49,769;0,071265036;-0,021599388;0,999536188;0,87252;-2,49926;-161,40256;0;;;;;;;;;;;;;
49,811;-0,124347604;0,067237513;0,996363914;0,80202;-2,48427;-161,40508;0;;;;;;;;;;;;;
49,849;0,10762895;0,041245668;1,038463812;0,80202;-2,48427;-161,40508;0;;;;;;;;;;;;;
49,887;-0,043442406;0,056133537;0,893738022;0,8462;-2,5073;-161,40338;0;;;;;;;;;;;;;
49,891;0,001708461;0,120320082;1,006004077;0,82612;-2,53205;-161,39616;0;;;;;;;;;;;;;
49,93;0,032948012;-0,036120285;0,982330275;0,82612;-2,53205;-161,39616;0;;;;;;;;;;;;;
49,97;-0,027090724;0,07895209;1,063479103;0,89262;-2,67467;-161,3544;0;;;;;;;;;;;;;
50,008;0,042343527;0,036608563;1,155489297;0,89262;-2,67467;-161,3544;0;;;;;;;;;;;;;
50,048;0,026357798;0,062722732;0,972567788;0,79705;-2,69019;-161,32487;0;;;;;;;;;;;;;
50,091;0,030385321;-0,018426096;1,105945973;0,84619;-2,78424;-161,28427;0;;;;;;;;;;;;;
50,092;0,027944954;0,082734964;0,981841998;0,82731;-2,75825;-161,24448;0;;;;;;;;;;;;;
50,13;-0,071996942;0,078708461;1,214184506;0,83524;-2,84476;-161,20236;0;;;;;;;;;;;;;
50,171;-0,048689093;0,07053211;0,964270133;0,91177;-2,85166;-161,16704;0;;;;;;;;;;;;;
50,209;0,118489297;0,113974516;1,074095821;0,91177;-2,85166;-161,16704;0;;;;;;;;;;;;;
50,248;-0,059916412;-0,005125382;0,964636086;0,96612;-2,8979;-161,13976;0;;;;;;;;;;;;;
50,287;-0,08261366;0,022697248;1,104237513;0,99435;-2,90848;-161,11819;0;;;;;;;;;;;;;
50,292;-0,072362895;0,096524975;1,036510703;1,11673;-2,9245;-161,0976;0;;;;;;;;;;;;;
50,33;-0,102137615;0,008663609;0,88495209;1,1187;-2,93041;-161,08774;0;;;;;;;;;;;;;
50,371;-0,083345566;0,049055046;0,970127421;1,27919;-2,93162;-161,07291;0;;;;;;;;;;;;;
50,408;-0,033557594;0,030507645;1,031020387;1,27919;-2,93162;-161,07291;0;;;;;;;;;;;;;
50,448;-0,169376147;0,026724771;0,957680938;1,34444;-2,95682;-161,06485;0;;;;;;;;;;;;;
50,487;0,092619776;0,148630989;0,947307849;1,47301;-2,98472;-161,0582;0;;;;;;;;;;;;;
50,493;-0,104334353;0,021111111;1,044076453;1,40823;-3,09861;-161,06676;0;;;;;;;;;;;;;
50,529;-0,095060143;0,039171254;0,971713558;1,40823;-3,09861;-161,06676;0;;;;;;;;;;;;;
50,57;0,042588175;0,014765545;1,075681957;1,44319;-3,2025;-161,08597;0;;;;;;;;;;;;;
50,617;-0,12337105;0,066627931;0,892883792;1,44319;-3,2025;-161,08597;0;;;;;;;;;;;;;
50,647;-0,031239551;0,051740061;1,116073394;1,4716;-3,24547;-161,10426;0;;;;;;;;;;;;;
50,687;-0,047102956;0,050642202;1,159394495;1,45165;-3,25541;-161,12917;0;;;;;;;;;;;;;
50,694;-0,024528033;0,00561366;1,061892966;1,37952;-3,264;-161,15846;0;;;;;;;;;;;;;
50,73;0,027700306;0,004759429;1,178918451;1,38814;-3,26195;-161,18318;0;;;;;;;;;;;;;
50,769;-0,077122324;0,082247706;1,14462895;1,38814;-3,26195;-161,18318;0;;;;;;;;;;;;;
50,808;-0,172304791;0,067116208;1,10753211;1,25198;-3,24468;-161,21404;0;;;;;;;;;;;;;
50,849;0,100917431;0,049299694;1,065309888;1,2698;-3,23269;-161,23439;0;;;;;;;;;;;;;
50,887;-0,074314985;0,039780836;0,996973496;1,05608;-3,13951;-161,26352;0;;;;;;;;;;;;;
50,889;0,05198369;-0,027577982;1,060184506;1,05608;-3,13951;-161,26352;0;;;;;;;;;;;;;
50,929;-0,023917431;0,072119266;1,164152905;1,02967;-3,07222;-161,27922;0;;;;;;;;;;;;;
50,969;0,060770642;0,017816514;0,858104995;0,8364;-2,97424;-161,29883;0;;;;;;;;;;;;;
51,008;-0,082734964;-0,003539246;1,085200815;0,73724;-2,89423;-161,30956;0;;;;;;;;;;;;;
51,047;0,18462895;-0,096890928;0,787328236;0,78113;-2,77025;-161,31053;0;;;;;;;;;;;;;
51,086;-0,008054027;-0,022697248;1,299117227;0,57577;-2,66498;-161,32199;0;;;;;;;;;;;;;
51,09;-0,063820591;-0,003782875;0,869453619;0,57577;-2,66498;-161,32199;0;;;;;;;;;;;;;
51,136;0,070288481;-0,033923547;1,222360856;0,6493;-2,48142;-161,31946;0;;;;;;;;;;;;;
51,167;-0,041977574;0,014520897;0,932909276;0,51334;-2,41652;-161,32306;0;;;;;;;;;;;;;
51,208;-0,088959225;-0,03904893;1,048103976;0,47809;-2,32341;-161,32037;0;;;;;;;;;;;;;
51,247;0,263582059;-0,018182467;0,907649337;0,48219;-2,15636;-161,31487;0;;;;;;;;;;;;;
51,286;-0,091277268;-0,03990316;0,875555556;0,44636;-2,10874;-161,30971;0;;;;;;;;;;;;;
51,29;0,030019368;-0,087616718;0,826866463;0,44636;-2,10874;-161,30971;0;;;;;;;;;;;;;
51,331;-0,104456677;0,000731906;1,052130479;0,4149;-1,95857;-161,3036;0;;;;;;;;;;;;;
51,369;0,214525994;-0,097379205;0,70593578;0,48002;-1,93375;-161,29434;0;;;;;;;;;;;;;
51,407;-0,219529052;0,019524975;1,019061162;0,47903;-1,82527;-161,28793;0;;;;;;;;;;;;;
51,446;0,049543323;-0,085663609;0,983550459;0,64592;-1,76827;-161,27959;0;;;;;;;;;;;;;
51,486;-0,180846075;0,118611621;1,177332314;0,78385;-1,74413;-161,28238;0;;;;;;;;;;;;;
51,49;0,013057085;-0,029165138;1,108752294;0,78385;-1,74413;-161,28238;0;;;;;;;;;;;;;
51,528;-0,032093782;-0,119588175;0,791844037;0,8501;-1,65127;-161,29388;0;;;;;;;;;;;;;
51,567;0,067116208;-0,083711519;1,236638124;0,94346;-1,56528;-161,30945;0;;;;;;;;;;;;;
51,608;0,006711519;0,053204893;1,006735984;0,86801;-1,5163;-161,33;0;;;;;;;;;;;;;
51,658;-0,046737003;-0,14472579;1,1252263;0,84784;-1,47591;-161,35207;0;;;;;;;;;;;;;
51,685;0,128251784;0,005247706;0,906550459;0,9068;-1,27435;-161,37663;0;;;;;;;;;;;;;
51,688;-0,118611621;0,088104995;1,211621814;0,9068;-1,27435;-161,37663;0;;;;;;;;;;;;;
51,727;0,035997961;-0,016108053;1,023575943;0,91561;-1,21185;-161,40671;0;;;;;;;;;;;;;
51,768;-0,03148318;-0,028188583;1,026260958;0,89359;-0,99561;-161,44083;0;;;;;;;;;;;;;
51,808;0,007931702;-0,004148828;0,94987054;0,89359;-0,99561;-161,44083;0;;;;;;;;;;;;;
51,846;-0,169131498;-0,087250765;0,952921509;0,95978;-0,75286;-161,47501;0;;;;;;;;;;;;;
51,889;0,268828746;-0,096280326;1,000390418;0,92308;-0,63783;-161,51091;0;;;;;;;;;;;;;
51,89;-0,134719674;-0,053082569;0,920950051;0,92308;-0,63783;-161,51091;0;;;;;;;;;;;;;
51,929;0,153511723;-0,028310907;0,917289501;0,99239;-0,52005;-161,54807;0;;;;;;;;;;;;;
51,967;-0,097745158;-0,087616718;0,809904179;0,94568;-0,47489;-161,58781;0;;;;;;;;;;;;;
52,007;0,082369011;0,070166157;0,779762487;0,98183;-0,37104;-161,62825;0;;;;;;;;;;;;;
52,047;0,090300714;-0,13911213;0,854200815;0,85495;-0,38308;-161,67256;0;;;;;;;;;;;;;
52,085;-0,094083588;0,075902141;0,797213048;0,88328;-0,30327;-161,71744;0;;;;;;;;;;;;;
52,088;-0,098233435;-0,091765545;1,236760449;0,88328;-0,30327;-161,71744;0;;;;;;;;;;;;;
52,128;-0,018182467;-0,010738022;0,847610601;1,01741;-0,36579;-161,76239;0;;;;;;;;;;;;;
52,18;0,009151886;-0,026846075;1,339508665;1,07937;-0,36944;-161,81758;0;;;;;;;;;;;;;
52,206;-0,074925586;-0,046980632;1,045541284;1,17663;-0,37088;-161,87724;0;;;;;;;;;;;;;
52,246;-0,042222222;0,011959225;1,101186544;1,47344;-0,39885;-161,93805;0;;;;;;;;;;;;;
52,285;0,045028542;-0,039659531;1,237492355;1,45521;-0,41193;-162,00261;0;;;;;;;;;;;;;
52,288;-0,253941896;0,092619776;1,241763507;1,45521;-0,41193;-162,00261;0;;;;;;;;;;;;;
52,328;0,171450561;-0,079074414;1,027847095;1,9428;-0,46144;-162,06544;0;;;;;;;;;;;;;
52,366;-0,151437309;-0,057719674;1,153292559;1,95395;-0,44328;-162,13419;0;;;;;;;;;;;;;
52,408;0,068336391;-0,093474006;1,196369011;2,23492;-0,46973;-162,20296;0;;;;;;;;;;;;;
52,446;-0,049299694;-0,030873598;1,119246687;2,33783;-0,41916;-162,27887;0;;;;;;;;;;;;;
52,486;-0,111777778;0,01854842;1,086298675;2,50366;-0,35011;-162,35435;0;;;;;;;;;;;;;
52,49;-0,183165138;0,026724771;0,815029562;2,50366;-0,35011;-162,35435;0;;;;;;;;;;;;;
52,528;0,073705403;-0,126056065;1,036389399;2,72646;-0,32675;-162,4382;0;;;;;;;;;;;;;
52,567;-0,300922528;-0,025382263;0,758164118;2,61002;-0,24248;-162,53847;0;;;;;;;;;;;;;
52,606;0,066627931;-0,083223242;1,07885525;2,90831;-0,22107;-162,64984;0;;;;;;;;;;;;;
52,646;-0,267853211;-0,042588175;0,788670744;2,8359;-0,17268;-162,77161;0;;;;;;;;;;;;;
52,691;-0,064797146;-0,058329256;0,832479103;3,11991;-0,19416;-162,90092;0;;;;;;;;;;;;;
52,692;-0,115317023;-0,060037717;0,891663609;3,11991;-0,19416;-162,90092;0;;;;;;;;;;;;;
52,727;-0,203665647;0,016474006;0,996363914;3,01409;-0,12962;-163,03612;0;;;;;;;;;;;;;
52,767;0,10677472;-0,05479103;1,08983792;3,15329;-0,14249;-163,17212;0;;;;;;;;;;;;;
52,823;-0,180358818;-0,033069317;0,83016106;2,96059;-0,10742;-163,31258;0;;;;;;;;;;;;;
52,845;-0,093962283;-0,098477064;1,211988787;2,98872;-0,10737;-163,45145;0;;;;;;;;;;;;;
52,885;-0,153634047;-0,078220183;0,941206932;2,8895;-0,11208;-163,58914;0;;;;;;;;;;;;;
52,888;-0,07895209;0,004393476;1,154390418;2,8895;-0,11208;-163,58914;0;;;;;;;;;;;;;
52,927;-0,103846075;-0,000488277;1,129009174;2,90469;-0,1121;-163,72438;0;;;;;;;;;;;;;
52,966;-0,051617737;-0,003416922;1,108752294;2,83381;-0,09047;-163,85597;0;;;;;;;;;;;;;
53,006;-0,008054027;-0,031605505;1,171352701;2,71839;-0,10155;-163,98009;0;;;;;;;;;;;;;
53,046;-0,101039755;-0,041245668;1,126567788;2,57699;-0,0782;-164,09636;0;;;;;;;;;;;;;
53,084;0,075779817;0,010494393;1,244203874;2,34249;-0,01575;-164,20209;0;;;;;;;;;;;;;
53,087;-0,08627421;0,050519878;1,136574924;2,34249;-0,01575;-164,20209;0;;;;;;;;;;;;;
53,126;0,161443425;-0,058939857;0,932176351;2,2222;0,0116;-164,28757;0;;;;;;;;;;;;;
53,167;-0,015985729;-0,017816514;0,925587156;1,96379;0,08476;-164,35289;0;;;;;;;;;;;;;
53,209;0,06687156;-0,069068298;1,018206932;1,855;0,16784;-164,40373;0;;;;;;;;;;;;;
53,245;-0,039780836;0,00732212;1,108995923;1,66581;0,26196;-164,44171;0;;;;;;;;;;;;;
53,284;-0,026480122;-0,046126402;1,019183486;1,58655;0,37583;-164,47194;0;;;;;;;;;;;;;
53,287;0,057841998;-0,047468909;0,9397421;1,58655;0,37583;-164,47194;0;;;;;;;;;;;;;
53,34;0,085908257;-0,096524975;0,714844037;1,45057;0,49391;-164,48975;0;;;;;;;;;;;;;
53,366;-0,005125382;-0,088348624;0,90630683;1,35394;0,56983;-164,50052;0;;;;;;;;;;;;;
53,405;-0,001097859;-0,108239551;0,862864424;1,27735;0,64816;-164,50774;0;;;;;;;;;;;;;
53,447;0,039414883;-0,052960245;1,056280326;1,23031;0,71107;-164,50005;0;;;;;;;;;;;;;
53,484;0,006345566;-0,037462793;0,87116208;1,19473;0,81696;-164,48189;0;;;;;;;;;;;;;
53,487;0,010372069;-0,056133537;0,923024465;1,19473;0,81696;-164,48189;0;;;;;;;;;;;;;
53,53;0,029531091;-0,073705403;0,75511315;1,22186;0,85233;-164,45662;0;;;;;;;;;;;;;
53,566;-0,063333333;-0,08346789;0,947430173;1,22186;0,85233;-164,45662;0;;;;;;;;;;;;;
53,605;-0,012325178;0,071874618;1,013203874;1,31531;0,80773;-164,4269;0;;;;;;;;;;;;;
53,647;-0,110923547;0,028432212;0,965856269;1,26403;0,73852;-164,39531;0;;;;;;;;;;;;;
53,684;0,071996942;-0,058207951;1,047981651;1,3167;0,67709;-164,36537;0;;;;;;;;;;;;;
53,687;0,018426096;-0,061624873;1,065066259;1,3167;0,67709;-164,36537;0;;;;;;;;;;;;;
53,741;-0,073827727;-0,09359633;0,881535168;1,34147;0,62402;-164,33839;0;;;;;;;;;;;;;
53,766;-0,05845158;0,005125382;1,244692151;1,42477;0,60272;-164,31511;0;;;;;;;;;;;;;
53,805;-0,078342508;-0,095060143;1,126812436;1,45836;0,57019;-164,30054;0;;;;;;;;;;;;;
53,863;-0,067359837;0,023795107;1,237614679;1,54269;0,50193;-164,29271;0;;;;;;;;;;;;;
53,883;-0,06491947;-0,050276249;1,107898063;1,57271;0,42124;-164,29764;0;;;;;;;;;;;;;
53,885;-0,022453619;0,042588175;1,130717635;1,57271;0,42124;-164,29764;0;;;;;;;;;;;;;
53,926;-0,170474006;-0,056620795;1,079343527;1,68519;0,35047;-164,31119;0;;;;;;;;;;;;;
53,967;-0,01940265;0,060891947;1,1864842;1,72315;0,36531;-164,33049;0;;;;;;;;;;;;;
54,005;-0,218187564;-0,055767584;1,099844037;1,61395;0,27167;-164,35538;0;;;;;;;;;;;;;
54,045;0,11214475;0,09359633;1,022233435;1,60753;0,30054;-164,39552;0;;;;;;;;;;;;;
54,083;0,003172273;0,060891947;1,055303772;1,31501;0,23897;-164,44028;0;;;;;;;;;;;;;
54,086;-0,021233435;0,00927421;1,000269113;1,31501;0,23897;-164,44028;0;;;;;;;;;;;;;
54,131;0,200127421;0,010982671;1,042734964;1,26585;0,27059;-164,48883;0;;;;;;;;;;;;;
54,168;-0,24869419;-0,080905199;0,991238532;1,01411;0,29845;-164,54213;0;;;;;;;;;;;;;
54,205;0,006833843;-0,048567788;1,118270133;1,06469;0,40005;-164,59784;0;;;;;;;;;;;;;
54,244;0,123493374;0,011714577;1,196857288;0,97834;0,4021;-164,64961;0;;;;;;;;;;;;;
54,283;-0,080905199;0,070288481;1,146703364;0,86867;0,49572;-164,70436;0;;;;;;;;;;;;;
54,285;-0,137525994;-0,037219164;1,185874618;0,86867;0,49572;-164,70436;0;;;;;;;;;;;;;
54,325;0,44149949;-0,413433231;0,942061162;0,8505;0,63254;-164,76112;0;;;;;;;;;;;;;
54,382;0,049909276;-0,069311927;1,293137615;0,79576;0,90514;-164,81721;0;;;;;;;;;;;;;
54,405;-0,121174312;-0,04356473;0,82369317;0,83659;0,94014;-164,87148;0;;;;;;;;;;;;;
54,444;0,005003058;-0,042710499;1,072265036;0,80734;1,10789;-164,88222;0;;;;;;;;;;;;;
54,488;-0,006345566;0,055034659;0,831015291;0,60197;1,40027;-164,92685;0;;;;;;;;;;;;;
54,489;-0,048567788;-0,214891947;0,789524975;0,60197;1,40027;-164,92685;0;;;;;;;;;;;;;
54,526;0,222702345;-0,112998981;0,749987768;0,76493;1,39839;-164,97849;0;;;;;;;;;;;;;
54,565;-0,219041794;-0,043442406;0,925464832;0,51126;1,55044;-165,0175;0;;;;;;;;;;;;;
54,605;0,201347604;-0,126665647;0,833455657;0,72597;1,5601;-165,06699;0;;;;;;;;;;;;;
54,652;-0,33301631;0,027577982;0,928393476;0,71269;1,58267;-165,11111;0;;;;;;;;;;;;;
54,684;0,340825688;-0,188411825;0,533265036;0,70296;1,56214;-165,1553;0;;;;;;;;;;;;;
54,687;-0,322521916;0,056254842;1,05103262;0,70296;1,56214;-165,1553;0;;;;;;;;;;;;;
54,724;0,036852192;-0,064308869;0,808318043;0,70282;1,4624;-165,19875;0;;;;;;;;;;;;;
54,774;-0,087250765;-0,063454638;0,923146789;0,7268;1,40451;-165,24394;0;;;;;;;;;;;;;
54,807;-0,090300714;-0,040147808;0,966955148;0,8112;1,29255;-165,29387;0;;;;;;;;;;;;;
54,843;-0,07419368;-0,133011213;1,28288685;0,95112;1,08621;-165,34607;0;;;;;;;;;;;;;
54,886;-0,052350663;0,098720693;1,071655454;0,95112;1,08621;-165,34607;0;;;;;;;;;;;;;
54,922;0,025991845;0,036120285;1,26153211;1,06892;0,99247;-165,40753;0;;;;;;;;;;;;;
54,923;-0,129960245;0,05930581;1,248109072;1,18353;0,79075;-165,47325;0;;;;;;;;;;;;;
54,963;0,001342508;-0,035022426;1,261654434;1,38087;0,67295;-165,54253;0;;;;;;;;;;;;;
55,004;-0,002928644;0,013179409;1,241152905;1,47106;0,57457;-165,62115;0;;;;;;;;;;;;;
55,043;-0,170962283;-0,037585117;1,182823649;1,63672;0,45689;-165,7063;0;;;;;;;;;;;;;
55,083;-0,024528033;0,030751274;1,231024465;1,71495;0,44462;-165,79535;0;;;;;;;;;;;;;
55,125;-0,118367992;0,028066259;1,217357798;1,71495;0,44462;-165,79535;0;;;;;;;;;;;;;
55,127;-0,117879715;-0,041002039;1,115586137;1,78375;0,38788;-165,88741;0;;;;;;;;;;;;;
55,167;-0,041489297;0,043076453;1,177820591;1,85607;0,38297;-165,98117;0;;;;;;;;;;;;;
55,202;-0,061746177;0,029531091;1,13730683;1,86007;0,39518;-166,0766;0;;;;;;;;;;;;;
55,242;-0,049787971;-0,052960245;1,039073394;1,86591;0,45346;-166,17258;0;;;;;;;;;;;;;
55,296;-0,052106014;-0,03343629;1,074218145;1,76653;0,55861;-166,26799;0;;;;;;;;;;;;;
55,322;-0,0500316;-0,086884811;0,937179409;1,76653;0,55861;-166,26799;0;;;;;;;;;;;;;
55,324;0,017450561;-0,101405708;1,028213048;1,76653;0,55861;-166,26799;0;;;;;;;;;;;;;
55,364;-0,119343527;-0,060648318;0,886415902;1,55967;0,86919;-166,4464;0;;;;;;;;;;;;;
55,405;0,016474006;-0,087372069;0,969883792;1,53899;1,01939;-166,52943;0;;;;;;;;;;;;;
55,445;0,062356779;-0,092985729;0,872749235;1,44636;1,18753;-166,60634;0;;;;;;;;;;;;;
55,482;-0,166568807;-0,061746177;1,040294597;1,34666;1,36219;-166,67776;0;;;;;;;;;;;;;
55,521;0,070410805;-0,159003058;0,822229358;1,34666;1,36219;-166,67776;0;;;;;;;;;;;;;
55,524;-0,039780836;-0,114219164;0,87201631;1,31848;1,5085;-166,74448;0;;;;;;;;;;;;;
55,564;0,023551478;-0,090057085;0,815029562;1,2575;1,62036;-166,80502;0;;;;;;;;;;;;;
55,603;0,000365953;-0,110923547;0,967076453;1,18378;1,69861;-166,86089;0;;;;;;;;;;;;;
55,642;-0,01659633;-0,093351682;0,849685015;1,12419;1,80762;-166,91333;0;;;;;;;;;;;;;
55,686;0,053570846;-0,105066259;0,984892966;1,01942;1,87244;-166,95862;0;;;;;;;;;;;;;
55,721;-0,019158002;-0,131180428;0,919729867;1,01942;1,87244;-166,95862;0;;;;;;;;;;;;;
55,723;0,086640163;-0,151437309;0,978669725;1,01942;1,87244;-166,95862;0;;;;;;;;;;;;;
55,765;0,087982671;-0,164372069;0,918509684;0,79669;2,05932;-166,99034;0;;;;;;;;;;;;;
55,804;-0,060891947;-0,138502548;1,11314475;0,62349;2,12539;-167,01392;0;;;;;;;;;;;;;
55,843;0,10482263;-0,143505607;0,879704383;0,62349;2,12539;-167,01392;0;;;;;;;;;;;;;
55,882;-0,06491947;-0,03624261;1,005149847;0,44262;2,30166;-167,02834;0;;;;;;;;;;;;;
55,921;0,008908257;-0,10287054;0,987821611;0,4331;2,39543;-167,04449;0;;;;;;;;;;;;;
55,924;-0,076390418;-0,08346789;1,16879001;0,4331;2,39543;-167,04449;0;;;;;;;;;;;;;
55,962;-0,049543323;-0,12422528;0,89141896;0,41872;2,4766;-167,05522;0;;;;;;;;;;;;;
56,001;0,053570846;-0,177307849;1,118392457;0,45912;2,58948;-167,06229;0;;;;;;;;;;;;;
56,042;-0,130570846;-0,125933741;0,845413863;0,42501;2,71155;-167,0477;0;;;;;;;;;;;;;
56,088;0,078708461;-0,172792049;1,18087054;0,54597;2,83109;-167,03253;0;;;;;;;;;;;;;
56,121;-0,108605505;-0,114219164;0,944379205;0,46399;2,99246;-166,99928;0;;;;;;;;;;;;;
56,123;-0,043808359;-0,140699286;1,058232416;0,46399;2,99246;-166,99928;0;;;;;;;;;;;;;
56,163;-0,130570846;-0,108605505;1,210158002;0,64655;3,10329;-166,97789;0;;;;;;;;;;;;;
56,209;-0,097134557;-0,151071356;1,121931702;0,63518;3,2707;-166,93564;0;;;;;;;;;;;;;
56,241;0,088714577;-0,219407747;0,96475841;0,70905;3,39589;-166,89398;0;;;;;;;;;;;;;
56,283;-0,088836901;-0,157539246;0,840044852;0,73962;3,56576;-166,84944;0;;;;;;;;;;;;;
56,323;0,021599388;-0,1652263;0,928393476;0,69901;3,73555;-166,80043;0;;;;;;;;;;;;;
56,324;0,020988787;-0,247717635;0,774271152;0,69901;3,73555;-166,80043;0;;;;;;;;;;;;;
56,363;0,004637105;-0,216356779;1,065432212;0,72628;3,89964;-166,75734;0;;;;;;;;;;;;;
56,402;0,022940877;-0,161565749;0,905696228;0,71864;4,06658;-166,71382;0;;;;;;;;;;;;;
56,442;0,018914373;-0,075413863;1,045053007;0,74013;4,19098;-166,66487;0;;;;;;;;;;;;;
56,486;-0,067359837;-0,169376147;1,052618756;0,69096;4,32465;-166,60695;0;;;;;;;;;;;;;
56,52;0,0500316;-0,150583078;1,040538226;0,6592;4,45497;-166,5491;0;;;;;;;;;;;;;
56,523;-0,040635066;-0,173280326;0,906062181;0,6592;4,45497;-166,5491;0;;;;;;;;;;;;;
56,563;0,017450561;-0,172670744;0,862376147;0,58105;4,54349;-166,48746;0;;;;;;;;;;;;;
56,605;0,092497452;-0,132156983;0,96366055;0,54512;4,64754;-166,41924;0;;;;;;;;;;;;;
56,641;-0,001097859;-0,067848114;1,078489297;0,46343;4,67334;-166,34247;0;;;;;;;;;;;;;
56,681;-0,011104995;-0,110679918;0,908990826;0,465;4,73951;-166,25978;0;;;;;;;;;;;;;
56,733;0,025748216;-0,183531091;1,034680938;0,3763;4,74357;-166,16313;0;;;;;;;;;;;;;
56,734;0,063820591;-0,148508665;0,897764526;0,3763;4,74357;-166,16313;0;;;;;;;;;;;;;
56,762;-0,027334353;-0,074071356;1,164641182;0,37378;4,73011;-166,06943;0;;;;;;;;;;;;;
56,802;-0,017083588;-0,014277268;1,11033843;0,36893;4,75891;-165,96458;0;;;;;;;;;;;;;
56,842;-0,058085627;-0,108971458;1,086543323;0,40097;4,72861;-165,8562;0;;;;;;;;;;;;;
56,881;-0,048567788;-0,06772579;0,997461774;0,45377;4,73926;-165,74684;0;;;;;;;;;;;;;
56,922;0,005003058;-0,083223242;1,001732926;0,58089;4,67341;-165,64401;0;;;;;;;;;;;;;
56,925;-0,040025484;-0,021965341;1,121931702;0,58089;4,67341;-165,64401;0;;;;;;;;;;;;;
56,963;0,018304791;-0,094816514;1,086543323;0,65043;4,64387;-165,53883;0;;;;;;;;;;;;;
57,002;-0,062234455;-0,094083588;0,949992864;0,71866;4,61104;-165,42703;0;;;;;;;;;;;;;
57,041;0,034656473;-0,07053211;0,994167176;0,83874;4,57977;-165,31786;0;;;;;;;;;;;;;
57,081;-0,098111111;-0,038439348;1,108752294;0,87773;4,55253;-165,2045;0;;;;;;;;;;;;;
57,12;0,055034659;-0,063820591;1,066530071;0,99624;4,51336;-165,09077;0;;;;;;;;;;;;;
57,123;-0,014399592;-0,104090724;0,958778797;0,99624;4,51336;-165,09077;0;;;;;;;;;;;;;
57,162;-0,088104995;-0,044296636;1,124006116;0,95936;4,4854;-164,96342;0;;;;;;;;;;;;;
57,202;-0,039293578;-0,072485219;1,078244648;1,03504;4,46234;-164,84581;0;;;;;;;;;;;;;
57,256;-0,09640265;-0,041733945;0,990872579;1,03179;4,49287;-164,72412;0;;;;;;;;;;;;;
57,28;-0,018426096;-0,039171254;0,96280632;1,11168;4,47141;-164,61678;0;;;;;;;;;;;;;
57,32;-0,070166157;-0,002928644;1,039927625;1,11283;4,45333;-164,49931;0;;;;;;;;;;;;;
57,323;-0,1039684;-0,039537207;1,057255861;1,11283;4,45333;-164,49931;0;;;;;;;;;;;;;
57,363;-0,012202854;-0,090911315;0,841021407;1,16572;4,43857;-164,38455;0;;;;;;;;;;;;;
57,402;-0,063088685;-0,064553517;1,009542304;1,16925;4,42793;-164,26697;0;;;;;;;;;;;;;
57,443;-0,103357798;-0,040635066;0,984404689;1,17422;4,37578;-164,15474;0;;;;;;;;;;;;;
57,48;0,005125382;-0,121296636;0,93693578;1,14995;4,38571;-164,04478;0;;;;;;;;;;;;;
57,519;-0,064187564;-0,143749235;0,94706422;1,12375;4,39054;-163,93811;0;;;;;;;;;;;;;
57,522;-0,046248726;-0,034411825;1,067872579;1,12375;4,39054;-163,93811;0;;;;;;;;;;;;;
57,561;-0,014033639;-0,122273191;0,975984709;1,118;4,41729;-163,83664;0;;;;;;;;;;;;;
57,601;0,030994903;-0,17450051;0,968907238;1,06408;4,43831;-163,73456;0;;;;;;;;;;;;;
57,646;-0,0927421;-0,065407747;1,077146789;1,00976;4,48959;-163,63507;0;;;;;;;;;;;;;
57,679;0,074681957;-0,082857288;0,929858308;1,00013;4,54893;-163,54543;0;;;;;;;;;;;;;
57,719;-0,068945973;-0,128130479;0,951579001;0,93714;4,59671;-163,44659;0;;;;;;;;;;;;;
57,722;-0,098965341;-0,069922528;1,192707441;0,93714;4,59671;-163,44659;0;;;;;;;;;;;;;
57,778;0,01854842;-0,101893986;1,100698267;0,96042;4,61827;-163,35252;0;;;;;;;;;;;;;
57,801;-0,127397554;-0,055279307;1,03138634;0,92996;4,65934;-163,25311;0;;;;;;;;;;;;;
57,841;0,057841998;-0,109703364;1,105213048;0,99978;4,66668;-163,16522;0;;;;;;;;;;;;;
57,881;-0,031117227;-0,134476045;1,107898063;0,89309;4,69289;-163,06601;0;;;;;;;;;;;;;
57,919;-0,072485219;-0,092985729;1,073852192;0,94331;4,75821;-162,98247;0;;;;;;;;;;;;;
57,922;0,019890928;-0,115073394;1,10020999;0,94331;4,75821;-162,98247;0;;;;;;;;;;;;;
57,961;0,009640163;-0,205740061;0,825401631;0,91896;4,79301;-162,89856;0;;;;;;;;;;;;;
58,001;-0,021843017;-0,104944954;1,210035678;0,87831;4,89388;-162,82642;0;;;;;;;;;;;;;
58,04;0,049665647;-0,112876656;0,951944954;0,91956;4,90401;-162,77007;0;;;;;;;;;;;;;
58,079;-0,117879715;-0,084199796;1,008810398;0,88428;4,9706;-162,70428;0;;;;;;;;;;;;;
58,119;-0,013300714;-0,112510703;1,033826707;0,94715;4,98786;-162,64659;0;;;;;;;;;;;;;
58,122;-0,036852192;-0,122028542;0,969883792;0,94715;4,98786;-162,64659;0;;;;;;;;;;;;;
58,167;-0,021477064;-0,122760449;0,991849134;0,93306;5,01573;-162,58275;0;;;;;;;;;;;;;
