0;-0,061264038;0,002624512;-1,046127319;0,027503165;0,069755743;0,001110157;-3,6;;;;;
0,066666667;-0,038406372;0,016311646;-1,022918701;0,026583853;0,068642443;-0,00258737;-3,6;Fecha;9/11/2016;;;
0,133333333;-0,0184021;0,022491455;-0,970977783;0,025742822;0,066649516;-0,002563236;-3,6;Hora;9:55 - 10:01;;;
0,2;-0,074447632;-0,009475708;-0,966674805;0,024932682;0,060797065;-0,001663867;-3,6;Ruta;D81;;;
0,266666667;-0,015945435;-0,021377563;-0,914932251;0,0241388;0,057247206;-0,000914716;-3,6;Trayecto;MN-Jave;;;
0,333333333;0,019714355;-0,031677246;-0,87940979;0,023410824;0,055455033;-0,002728064;-3,6;;;;;
0,4;-0,020141602;0,007766724;-0,982894897;0,022714011;0,053714469;-0,003419294;-3,6;;;;;
0,466666667;-0,097473145;-0,012496948;-1,019210815;0,022068808;0,051028696;-0,00456161;-3,6;;;;;
0,533333333;-0,103927612;-0,001937866;-0,952697754;0,021502354;0,052835641;-0,004630565;-3,6;;;;;
0,6;-0,113891602;0,018722534;-0,953140259;0,021118655;0,052141181;-0,005741641;-3,6;;;;;
0,666666667;-0,043731689;-0,004089355;-0,970596313;0,020987949;0,053593961;-0,004591826;-3,6;;;;;
0,733333333;-0,070587158;0,019271851;-0,958358765;0,020999892;0,050423678;-0,004520772;-3,6;;;;;
0,8;-0,058517456;0,035919189;-0,915817261;0,021012216;0,051519489;-0,003190022;-3,6;;;;;
0,866666667;-0,082092285;0,037734985;-0,983657837;0,021063488;0,051073875;0,000255013;-3,6;;;;;
0,933333333;-0,063919067;0,030395508;-0,962081909;0,021310549;0,048108829;0,002977879;-3,6;;;;;
1;-0,050231934;0,044128418;-0,977508545;0,021456008;0,048253615;0,003610404;-3,6;;;;;
1,066666667;-0,09022522;0,024291992;-0,9581604;0,021547104;0,04244849;0,003695322;-3,6;;;;;
1,133333333;-0,069641113;0,011016846;-0,969421387;0,02161135;0,04234432;0,004668559;-3,6;;;;;
1,2;-0,042388916;-0,01399231;-0,988922119;0,021658065;0,041267197;0,003748018;-3,6;;;;;
1,266666667;-0,09413147;0,001785278;-0,966369629;0,021737274;0,042551218;0,004050279;-3,6;;;;;
1,333333333;-0,091812134;0,019332886;-1,034164429;0,021893152;0,045785814;0,005217171;-3,6;;;;;
1,4;-0,065643311;0,0362854;-0,954910278;0,022090782;0,045224693;0,003170818;-3,6;;;;;
1,466666667;-0,116912842;0,040298462;-1,032119751;0,022341509;0,047204391;0,003285324;-3,6;;;;;
1,533333333;-0,089859009;0,011123657;-1,063278198;0,022510958;0,048711817;0,002445757;-3,6;;;;;
