0;0;0;0;0;0;0;0;;
0,038;-0,049497452;0,088059123;1,014042813;2,34385;-3,59163;-158,66209;0;Fecha;3/08/2016
0,039;-0,047788991;0,084642202;1,101780836;2,34385;-3,59163;-158,66209;0;Hora;9:45 - 9:51
0,081;-0,047179409;0,088059123;1,091165138;2,37749;-3,59674;-158,65964;0;Ruta;L80
0,12;-0,027654434;0,097821611;1,069931702;2,36857;-3,60162;-158,66016;0;Trayecto;Jave - MN
0,161;-0,00056473;0,076710499;1,011357798;2,36129;-3,60146;-158,65971;0;;
0,202;-0,009471967;0,087570846;0,974505607;2,30977;-3,6028;-158,65775;0;;
0,24;-0,008618756;0,10172579;0,949245668;2,24731;-3,60856;-158,65236;0;;
0,279;-0,022285423;0,093184506;0,915199796;2,1714;-3,62709;-158,64615;0;;
0,282;-0,041931702;0,0840316;0,926426096;2,1714;-3,62709;-158,64615;0;;
0,321;-0,044006116;0,08769317;0,907389399;2,17181;-3,64934;-158,63188;0;;
0,361;-0,079394495;0,095380224;0,931795107;2,19042;-3,67306;-158,61249;0;;
0,4;-0,078784913;0,086350663;0,931795107;2,26467;-3,69574;-158,58734;0;;
0,439;-0,064751274;0,080981651;0,935456677;2,34018;-3,71669;-158,56299;0;;
0,488;-0,060480122;0,087082569;0,947780836;2,41467;-3,74025;-158,537;0;;
0,489;-0,046813456;0,073293578;0,931795107;2,41467;-3,74025;-158,537;0;;
0,52;-0,023383282;0,080981651;0,971454638;2,44843;-3,75622;-158,51396;0;;
0,562;-0,032291539;0,076465851;0,977311927;2,46089;-3,76757;-158,49243;0;;
0,604;-0,029362895;0,076831804;0,989271152;2,47193;-3,77084;-158,47417;0;;
0,639;-0,050839959;0,063653415;0,971211009;2,45432;-3,78105;-158,4592;0;;
0,678;-0,044860347;0,076099898;1,013920489;2,45728;-3,78671;-158,44443;0;;
0,682;-0,032902141;0,060602446;1,012090724;2,45728;-3,78671;-158,44443;0;;
0,722;-0,039247706;0,084885831;1,048942915;2,40342;-3,80164;-158,4373;0;;
0,762;-0,022041794;0,069022426;1,041133537;2,36276;-3,80941;-158,43195;0;;
0,8;-0,029485219;0,09611315;1,04540367;2,29882;-3,81066;-158,43115;0;;
0,839;-0,025702345;0,088547401;1,04259735;2,18801;-3,82525;-158,43568;0;;
0,879;-0,006910296;0,108804281;1,05272579;2,09537;-3,84027;-158,44011;0;;
0,882;-0,014109072;0,092939857;1,018802243;2,09537;-3,84027;-158,44011;0;;
0,923;-0,016184506;0,102214067;0,993908257;1,99182;-3,83802;-158,44705;0;;
0,961;-0,041810398;0,093062181;0,972674822;1,90625;-3,8432;-158,45422;0;;
1,01;-0,037173293;0,072682977;0,942289501;1,86138;-3,85567;-158,45914;0;;
1,039;-0,049619776;0,077686035;0,955834862;1,81958;-3,88318;-158,4675;0;;
1,079;-0,035220183;0,087204893;0,968648318;1,85488;-3,90271;-158,4735;0;;
1,121;-0,0609684;0,090621814;0,962912334;1,85488;-3,90271;-158,4735;0;;
1,124;-0,056087666;0,082690112;0,908609582;1,92362;-3,91943;-158,47963;0;;
1,16;-0,050962283;0,09891947;0,963278287;1,92362;-3,91943;-158,47963;0;;
1,199;-0,034976555;0,093184506;0,97853211;1,98001;-3,93958;-158,48865;0;;
1,239;-0,010204893;0,072682977;0,997691131;1,9921;-3,96743;-158,5015;0;;
1,279;-0,034488277;0,084519878;0,972431193;1,97286;-3,98449;-158,51706;0;;
1,317;-0,009594292;0,089888889;1,00720897;1,97526;-4,02761;-158,53107;0;;
1,321;-0,018502548;0,086960245;0,976702345;1,97526;-4,02761;-158,53107;0;;
1,361;-0,016184506;0,098797146;1,034909276;1,97506;-4,06539;-158,54608;0;;
1,417;-0,014231397;0,095136595;1,054189602;1,98475;-4,10633;-158,56027;0;;
1,439;-0,026434251;0,097211009;0,965353721;1,98469;-4,15919;-158,57486;0;;
1,479;-0,01264526;0,091964322;1,042840979;2,00647;-4,19772;-158,58774;0;;
1,531;-0,03033945;0,112220183;1,019900102;1,99307;-4,23495;-158,60284;0;;
1,531;-0,043030581;0,107950051;1,010625892;1,99307;-4,23495;-158,60284;0;;
1,559;-0,041444444;0,120152905;1,008795107;2,01842;-4,2851;-158,61497;0;;
1,603;-0,06462895;0,113319062;0,966329256;2,02293;-4,35106;-158,62756;0;;
1,641;-0,074513761;0,12027421;0,959374108;2,08305;-4,40583;-158,63559;0;;
1,678;-0,056453619;0,112830785;1,05638634;2,12836;-4,44103;-158,64427;0;;
1,717;-0,052793068;0,081591233;0,925815494;2,13896;-4,50428;-158,65538;0;;
1,758;-0,051938838;0,107583078;1,056996942;2,17813;-4,53809;-158,66397;0;;
1,76;-0,05169419;0,123081549;1,076643221;2,17813;-4,53809;-158,66397;0;;
1,8;-0,053524975;0,074879715;0,900189602;2,18227;-4,57239;-158,67542;0;;
1,838;-0,042298675;0,100017329;1,070785933;2,16725;-4,60044;-158,64822;0;;
1,878;-0,045348624;0,057673802;0,90153211;2,13493;-4,62083;-158,61975;0;;
1,918;-0,040833843;0,078296636;1,046380224;2,08266;-4,63086;-158,59131;0;;
1,957;-0,018624873;0,077930683;0,927768603;2,02732;-4,64267;-158,5619;0;;
1,96;-0,025702345;0,094160041;1,071762487;2,02732;-4,64267;-158,5619;0;;
1,999;0,027502548;0,101970438;1,050163099;1,93621;-4,65524;-158,53473;0;;
2,052;0,005414883;0,068900102;1,048698267;1,79962;-4,66879;-158,51126;0;;
2,081;0,022377166;0,058650357;0,924108053;1,6828;-4,66233;-158,48677;0;;
2,117;0,031285423;0,105996942;1,082012232;1,56868;-4,64922;-158,46313;0;;
2,16;0,008588175;0,067802243;0,991345566;1,45677;-4,66197;-158,44229;0;;
2,161;-0,006665647;0,106728848;1,037106014;1,45677;-4,66197;-158,44229;0;;
2,201;-0,019479103;0,065605505;0,977556575;1,40076;-4,68041;-158,4599;0;;
2,239;-0,011547401;0,096356779;0,960349643;1,39392;-4,71024;-158,47655;0;;
2,278;-0,018624873;0,069388379;0,904460754;1,37289;-4,75807;-158,49974;0;;
2,317;-0,01264526;0,101848114;0,965719674;1,36319;-4,76944;-158,52594;0;;
2,357;0,011760449;0,101359837;1,060779817;1,3552;-4,78741;-158,55661;0;;
2,36;-0,015085627;0,060724771;0,975969419;1,3552;-4,78741;-158,55661;0;;
2,401;-0,012401631;0,074879715;1,094459735;1,37781;-4,77948;-158,58774;0;;
2,443;-0,037294597;0,015330275;0,980728848;1,41678;-4,72655;-158,61908;0;;
2,478;-0,039491335;0,011180428;0,95912946;1,4959;-4,64333;-158,64638;0;;
2,517;-0,067557594;-0,011638124;0,913369011;1,59475;-4,54119;-158,67134;0;;
2,565;-0,039003058;-0,005171254;0,998788991;1,66664;-4,43002;-158,69693;0;;
2,596;-0,027899083;-0,014933741;1,072372069;1,77659;-4,28883;-158,71515;0;;
2,603;-0,028630989;-0,004682977;1,000497452;1,77659;-4,28883;-158,71515;0;;
2,639;-0,020454638;0,017525994;1,058583078;1,82364;-4,16062;-158,73528;0;;
2,677;-0,01911315;-0,047026504;0,911172273;1,84006;-4,06572;-158,71532;0;;
2,716;-0,005079511;-0,038485219;0,961203874;1,86939;-3,96166;-158,6927;0;;
2,756;-0,000320082;-0,053006116;0,890915392;1,86939;-3,96166;-158,6927;0;;
2,796;0,008221203;0,003127421;0,928622834;1,82315;-3,74388;-158,63385;0;;
2,799;0,01151682;0,037050968;1,075666667;1,82315;-3,74388;-158,63385;0;;
2,838;0,001754332;-0,058131498;0,892746177;1,78981;-3,66495;-158,65434;0;;
2,878;-0,019845056;-0,028600408;1,001351682;1,75392;-3,56145;-158,67459;0;;
2,917;0,005171254;0,005811417;0,937042813;1,75392;-3,56145;-158,67459;0;;
2,956;-0,028020387;0,010814475;0,92654842;1,77837;-3,38537;-158,69051;0;;
2,995;-0,041565749;-0,032993884;1,005622834;1,80956;-3,32915;-158,7052;0;;
2,998;-0,064873598;-0,003706422;1,027831804;1,80956;-3,32915;-158,7052;0;;
3,041;-0,040590214;-0,038240571;0,976823649;1,83521;-3,23503;-158,71979;0;;
3,09;-0,087570846;-0,010906218;0,982925586;1,90514;-3,12684;-158,72832;0;;
3,122;-0,069998981;-0,004317023;1,041986748;2,0071;-3,02495;-158,73195;0;;
3,156;-0,061090724;0,008862385;0,949611621;2,09008;-2,94296;-158,73364;0;;
3,196;-0,081591233;-0,012126402;0,990491335;2,17458;-2,8438;-158,73253;0;;
3,198;-0,050962283;0,010204893;0,963034659;2,17458;-2,8438;-158,73253;0;;
3,239;-0,068411825;0,010326198;0,983291539;2,21368;-2,75089;-158,73286;0;;
3,275;-0,055477064;-0,001509684;0,9192263;2,26759;-2,66261;-158,73193;0;;
3,318;-0,050108053;-0,001876656;0,911416922;2,28431;-2,57778;-158,73117;0;;
3,356;-0,018258919;-0,023963303;0,957055046;2,25888;-2,52613;-158,72972;0;;
3,395;-0,034;-0,022743119;0,953394495;2,28543;-2,44194;-158,72343;0;;
3,435;-0,042785933;-0,031529052;0,954126402;2,2662;-2,35308;-158,71857;0;;
3,438;-0,054501529;-0,025428135;0,995738022;2,2662;-2,35308;-158,71857;0;;
3,482;-0,039125382;-0,014445464;1,037471967;2,28044;-2,26783;-158,71104;0;;
3,517;-0,039857288;-0,027623853;1,007940877;2,25531;-2,19755;-158,70447;0;;
3,559;-0,000808359;-0,022743119;1,013920489;2,20685;-2,12015;-158,69817;0;;
3,61;-0,01349949;-0,017008155;1,031614679;2,15581;-2,03885;-158,69182;0;;
3,635;0,004682977;-0,022986748;1,012456677;2,01298;-1,96582;-158,68945;0;;
3,638;-0,000808359;-0,020180428;1,036496432;2,01298;-1,96582;-158,68945;0;;
3,677;-0,025824669;-0,011394495;1,014165138;1,93728;-1,89091;-158,68547;0;;
3,719;-0,041931702;-0,024939857;1,043573904;1,83171;-1,81958;-158,68355;0;;
3,755;-0,056697248;0,007519878;1,048576962;1,80231;-1,73765;-158,67761;0;;
3,795;-0,068168196;0,023139653;0,949123344;1,83936;-1,66864;-158,66869;0;;
3,835;-0,086594292;0,032536188;1,045525994;1,86857;-1,65524;-158,65945;0;;
3,839;-0,048033639;0,047179409;0,926182467;1,86857;-1,65524;-158,65945;0;;
3,881;-0,037173293;0,06377472;0,990246687;1,88442;-1,68315;-158,65048;0;;
3,917;0,002852192;0,067679918;0,971088685;1,94372;-1,6986;-158,64015;0;;
3,956;-0,040223242;0,055477064;0,951686035;1,9455;-1,73645;-158,63048;0;;
4;-0,023139653;0,046813456;0,964254842;1,96669;-1,75616;-158,61934;0;;
4,035;-0,032536188;0,038881753;0,94058104;2,00317;-1,76203;-158,60686;0;;
4,037;-0,037050968;0,036196738;1,011846075;2,00317;-1,76203;-158,60686;0;;
4,077;-0,054745158;0,040101937;0,96364526;2,04282;-1,75774;-158,59386;0;;
4,118;-0,050962283;0,060724771;1,023317023;2,07718;-1,75782;-158,58075;0;;
4,154;-0,026922528;0,066704383;0,997325178;2,1328;-1,77217;-158,56693;0;;
4,195;-0,072439348;0,067070336;0,986830785;2,15326;-1,79851;-158,55182;0;;
4,237;-0,010814475;0,07841896;1,017337411;2,19566;-1,84458;-158,53223;0;;
4,275;-0,050230377;0,087936799;0,989880734;2,19566;-1,84458;-158,53223;0;;
4,278;-0,007397554;0,069510703;1,003669725;2,23511;-1,91194;-158,50795;0;;
4,316;-0,064507645;0,074513761;1,050406728;2,18816;-1,97181;-158,4836;0;;
4,356;-0,05059633;0,07109684;1,017215087;2,19183;-2,01509;-158,45599;0;;
4,397;-0,059138634;0,065727829;1,09348318;2,18253;-2,05297;-158,42749;0;;
4,435;-0,05169419;0,052060143;1,02856371;2,21736;-2,09149;-158,39688;0;;
4,474;-0,063287462;0,056575943;1,037716616;2,21736;-2,09149;-158,39688;0;;
4,477;-0,025702345;0,057185525;1,050895005;2,22984;-2,10201;-158,36707;0;;
4,517;-0,051938838;0,039735984;0,982925586;2,26607;-2,10328;-158,33684;0;;
4,555;-0,042908257;0,054134557;1,03612946;2,3162;-2,08865;-158,30414;0;;
4,595;-0,027044852;0,045714577;1,003303772;2,36922;-2,08042;-158,27081;0;;
4,643;-0,049253823;0,065117227;0,960960245;2,4248;-2,07299;-158,23712;0;;
4,674;-0,042054027;0,066337411;0,987318043;2,4248;-2,07299;-158,23712;0;;
4,676;-0,040223242;0,074879715;0,975481142;2,44033;-2,10205;-158,20497;0;;
4,718;-0,034122324;0,063042813;0,956445464;2,46095;-2,14493;-158,17274;0;;
4,757;-0,032170234;0,076099898;0,976702345;2,45241;-2,18401;-158,14162;0;;
4,795;-0,032657492;0,074270133;0,992565749;2,42704;-2,23732;-158,11131;0;;
4,836;-0,045470948;0,051205912;1,009893986;2,42704;-2,23732;-158,11131;0;;
4,874;-0,031681957;0,055233435;1,03698369;2,42539;-2,29146;-158,08282;0;;
4,876;-0,057307849;0,05059633;1,017337411;2,42539;-2,29146;-158,08282;0;;
4,916;-0,067924567;0,068168196;1,003669725;2,41058;-2,28145;-158,05701;0;;
4,955;-0,071707441;0,059259939;0,973895005;2,44629;-2,25485;-158,03287;0;;
4,995;-0,057063201;0,06743629;1,016360856;2,48878;-2,24941;-158,01326;0;;
5,034;-0,077320082;0,073537207;0,961082569;2,54431;-2,24211;-157,99611;0;;
5,073;-0,064995923;0,068656473;0,983413863;2,61026;-2,26576;-157,98044;0;;
5,113;-0,066582059;0,075245668;0,987318043;2,61026;-2,26576;-157,98044;0;;
5,117;-0,041444444;0,061334353;0,959008155;2,62621;-2,29497;-157,96785;0;;
5,163;-0,040101937;0,067313965;0,930331295;2,62485;-2,33088;-157,95483;0;;
5,195;-0,004835882;0,049619776;0,915443425;2,60319;-2,35537;-157,94179;0;;
5,234;0,004317023;0,067802243;0,962302752;2,54648;-2,38115;-157,9305;0;;
5,276;0,007245668;0,077686035;0,978898063;2,4865;-2,41661;-157,9202;0;;
5,313;-0,010936799;0,047788991;0,977556575;2,4865;-2,41661;-157,9202;0;;
5,316;-0,01459735;0,065850153;0,978409786;2,38623;-2,45794;-157,91309;0;;
5,355;4,59E-05;0,041077472;1,075057085;2,31097;-2,51313;-157,9059;0;;
5,395;-0,019600408;0,058650357;1,042475025;2,20959;-2,54591;-157,90379;0;;
5,435;-0,037905199;0,055477064;1,001229358;2,19636;-2,5778;-157,89932;0;;
5,475;-0,092817533;0,056941896;1,013188583;2,1742;-2,61293;-157,89648;0;;
5,512;-0,056941896;0,063531091;1,009405708;2,1742;-2,61293;-157,89648;0;;
5,516;-0,092085627;0,066704383;1,076277268;2,24801;-2,63029;-157,89003;0;;
5,561;-0,059259939;0,070730887;1,115692151;2,36634;-2,65086;-157,88268;0;;
5,593;-0,09330581;0,073781855;1,010869521;2,43409;-2,71474;-157,87628;0;;
5,636;-0,064141692;0,06743629;1,004280326;2,52558;-2,76001;-157,86774;0;;
5,681;-0,033634047;0,054622834;0,99341998;2,56125;-2,80715;-157,86111;0;;
5,713;-0,017770642;0,052060143;0,917883792;2,57106;-2,83045;-157,85486;0;;
5,716;-0,004713558;0,084642202;0,998545362;2,57106;-2,83045;-157,85486;0;;
5,755;-0,011180428;0,082445464;0,999520897;2,5312;-2,86449;-157,84958;0;;
5,798;-0,018014271;0,066337411;1,01843527;2,51394;-2,89928;-157,84258;0;;
5,833;-0,034731906;0,065850153;1,002205912;2,48447;-2,91207;-157,83614;0;;
