0;0,003753662;-0,123275757;-1,132553101;-0,069010068;-0,022643261;-0,091481157;28,8;;;;;
0,066666667;0,081817627;-0,121414185;-1,085113525;-0,069149204;-0,026050483;-0,09299172;28,8;Fecha;9/11/2016;;;
0,133333333;0,024276733;-0,123382568;-0,925018311;-0,068977466;-0,027545761;-0,092919314;28,8;Hora;9:38 - 9:41;;;
0,2;0,004211426;-0,097564697;-0,991363525;-0,069172549;-0,031893788;-0,093310495;28,8;Ruta;L82;;;
0,266666667;0,016830444;-0,124938965;-1,054016113;-0,068913792;-0,030841494;-0,093289633;28,8;Trayecto;Jave -MN;;;
0,333333333;0,040817261;-0,135070801;-1,180465698;-0,068881731;-0,03094138;-0,093837236;28,8;;;;;
0,4;-0,035415649;-0,099975586;-1,158004761;-0,068977688;-0,033280369;-0,094318328;28,8;;;;;
0,466666667;0,025665283;-0,099334717;-1,036651611;-0,069202045;-0,034915058;-0,095081541;28,8;;;;;
0,533333333;0,044555664;-0,101501465;-1,026107788;-0,069100757;-0,03426626;-0,096259193;28,8;;;;;
0,6;0,007583618;-0,093017578;-1,021514893;-0,068838849;-0,032148651;-0,096355674;28,8;;;;;
0,666666667;0,099731445;-0,103973389;-0,894699097;-0,069236634;-0,036528935;-0,099165474;33,372;;;;;
0,733333333;0,030517578;-0,076843262;-0,931396484;-0,069290772;-0,037143307;-0,09864976;33,372;;;;;
0,8;-0,018508911;-0,134048462;-1,010467529;-0,069486997;-0,037449199;-0,096374618;33,372;;;;;
0,866666667;0,010986328;-0,108230591;-0,982727051;-0,069538843;-0,035480117;-0,097181132;33,372;;;;;
0,933333333;0,000259399;-0,096817017;-0,994888306;-0,069081065;-0,029159085;-0,096863907;33,372;;;;;
1;0,053436279;-0,084030151;-0,976989746;-0,06914754;-0,028280363;-0,094110653;33,372;;;;;
1,066666667;0,059890747;-0,097671509;-0,932800293;-0,069146522;-0,026065345;-0,093482819;33,372;;;;;
1,133333333;0,007766724;-0,082458496;-1,062347412;-0,069508539;-0,026509259;-0,092099338;33,372;;;;;
1,2;-0,000259399;-0,025360107;-0,97088623;-0,070020122;-0,026859286;-0,091573108;33,372;;;;;
1,266666667;-0,034103394;-0,015563965;-1,06842041;-0,070178122;-0,02469323;-0,090499757;33,372;;;;;
1,333333333;0,152038574;-0,095352173;-1,094024658;-0,070197975;-0,024062419;-0,087519178;33,372;;;;;
1,4;0,018966675;-0,005157471;-1,029953003;-0,070802292;-0,030147383;-0,08753135;33,372;;;;;
1,466666667;0,000564575;-0,021987915;-0,92010498;-0,071053744;-0,029994806;-0,083506599;33,372;;;;;
1,533333333;0,05178833;-0,002655029;-1,0365448;-0,071257835;-0,028748898;-0,079705163;33,372;;;;;
1,6;-0,023422241;-0,002548218;-1,065002441;-0,071522384;-0,029694315;-0,080018115;35,316;;;;;
1,666666667;-0,04927063;-0,073013306;-1,149719238;-0,071795712;-0,02993973;-0,079497289;35,316;;;;;
1,733333333;0,007492065;-0,062789917;-1,019424438;-0,072244282;-0,031727394;-0,078487366;35,316;;;;;
1,8;0,023605347;-0,076828003;-1,135192871;-0,072477008;-0,036182345;-0,072971616;35,316;;;;;
1,866666667;0,065582275;0,027648926;-0,930877686;-0,072486644;-0,0386669;-0,072044912;35,316;;;;;
1,933333333;0,06036377;-0,044677734;-1,070037842;-0,072401456;-0,038491207;-0,065379432;35,316;;;;;
2;0,050842285;0,021606445;-0,821166992;-0,072427511;-0,038186162;-0,059217204;35,316;;;;;
2,066666667;0,017105103;-0,006362915;-0,707901001;-0,072463508;-0,038707941;-0,059485491;35,316;;;;;
2,133333333;-0,019317627;-0,021713257;-0,949661255;-0,072121166;-0,034817923;-0,058083976;35,316;;;;;
2,2;0,077880859;-0,094543457;-1,124450684;-0,072170012;-0,03424736;-0,058505054;35,316;;;;;
2,266666667;-0,03288269;0,030593872;-0,926422119;-0,072468138;-0,033198623;-0,059285346;35,316;;;;;
2,333333333;0,0572052;-0,014480591;-0,921157837;-0,071947396;-0,026998028;-0,062009521;35,316;;;;;
2,4;0,027175903;-0,042114258;-1,028137207;-0,071787443;-0,026606833;-0,062975401;35,316;;;;;
2,466666667;0,133132935;-0,015396118;-1,019683838;-0,072015039;-0,026422271;-0,064169387;35,316;;;;;
2,533333333;0,171783447;-0,117874146;-1,002258301;-0,071762595;-0,027968109;-0,064402118;34,344;;;;;
2,6;-0,092025757;-0,046295166;-1,182022095;-0,07155912;-0,02905564;-0,064715505;34,344;;;;;
2,666666667;-0,091491699;-0,106445313;-1,158035278;-0,071672411;-0,030167169;-0,064288812;34,344;;;;;
