0;0;0;0;0;0;0;0;;;;#;Evento;T Inicial;T Final;A;C;FN;FM;FD;D
92,565;-0,004271152;-0,097745158;1,013203874;0,52761;3,98803;20,57897;0;;;;;;;;;;;;;
92,604;0,017205912;-0,103236493;1,001489297;0,51871;4,03895;20,5585;0;;;;;;;;;;;;;
92,645;0,017328236;-0,121784913;0,911553517;0,50508;4,09329;20,53763;0;;;;;;;;;;;;;
92,683;0,001220183;-0,123859327;0,967809378;0,48908;4,15211;20,51619;0;;;;;;;;;;;;;
92,723;-0,016108053;-0,120197757;0,977937819;0,48346;4,21311;20,49301;0;;;;;;;;;;;;;
92,725;-0,011348624;-0,100917431;1,047981651;0,48346;4,21311;20,49301;0;;;;;;;;;;;;;
92,764;-0,024405708;-0,112876656;1,030043833;0,47305;4,26888;20,46956;0;;;;;;;;;;;;;
92,804;-0,007077472;-0,11324261;1,028823649;0,47305;4,26888;20,46956;0;;;;;;;;;;;;;
92,848;-0,020745158;-0,106042813;0,990750255;0,5077;4,36964;20,44231;0;;;;;;;;;;;;;
92,882;-0,026114169;-0,114340469;1,024918451;0,528;4,40349;20,416;0;;;;;;;;;;;;;
92,922;-0,039171254;-0,1039684;1,070190622;0,528;4,40349;20,416;0;;;;;;;;;;;;;
92,962;-0,012813456;-0,094816514;1,08983792;0,54891;4,47397;20,39059;0;;;;;;;;;;;;;
92,964;-0,009517839;-0,106165138;1,101552497;0,54891;4,47397;20,39059;0;;;;;;;;;;;;;
93,004;0,026236493;-0,104212029;1,004906218;0,5443;4,50458;20,36753;0;;;;;;;;;;;;;
93,043;0,002074414;-0,113364934;1,01283792;0,5268;4,52891;20,35473;0;;;;;;;;;;;;;
93,083;-0,000731906;-0,091277268;0,98696738;0,52047;4,55444;20,3461;0;;;;;;;;;;;;;
93,122;-0,010006116;-0,096036697;1,045297655;0,50011;4,56579;20,34162;0;;;;;;;;;;;;;
93,163;-0,013179409;-0,085785933;1,032727829;0,4884;4,59288;20,33765;0;;;;;;;;;;;;;
93,166;-0,003539246;-0,101649337;1,053595311;0,4884;4,59288;20,33765;0;;;;;;;;;;;;;
93,203;0,00732212;-0,104579001;1,014058104;0,4884;4,59288;20,33765;0;;;;;;;;;;;;;
93,243;0,00195209;-0,101771662;0,969639144;0,47823;4,65063;20,32447;0;;;;;;;;;;;;;
93,282;-0,023429154;-0,113608563;0,980255861;0,485;4,67356;20,30448;0;;;;;;;;;;;;;
93,322;-0,01769419;-0,094816514;0,99343527;0,49672;4,69768;20,28104;0;;;;;;;;;;;;;
93,365;-0,019768603;-0,091521916;1,005760449;0,49461;4,71248;20,25714;0;;;;;;;;;;;;;
93,366;-0,006833843;-0,092619776;1,010884811;0,49461;4,71248;20,25714;0;;;;;;;;;;;;;
93,403;0,008663609;-0,111168196;0,98611315;0,48934;4,73948;20,23271;0;;;;;;;;;;;;;
93,443;0,016474006;-0,110191641;0,964636086;0,47795;4,76857;20,20793;0;;;;;;;;;;;;;
93,494;-0,003905199;-0,110679918;0,976717635;0,46798;4,80165;20,18166;0;;;;;;;;;;;;;
93,521;-0,005734964;-0,11775739;0,990018349;0,46065;4,83042;20,15867;0;;;;;;;;;;;;;
93,56;-0,020256881;-0,09554842;1,058598369;0,48607;4,85277;20,13522;0;;;;;;;;;;;;;
93,562;0,009640163;-0,093351682;1,034192661;0,48607;4,85277;20,13522;0;;;;;;;;;;;;;
93,603;-0,002562691;-0,109825688;1,061404689;0,49979;4,86567;20,12411;0;;;;;;;;;;;;;
93,643;0,017083588;-0,116293578;0,990750255;0,51444;4,88721;20,11845;0;;;;;;;;;;;;;
93,682;-0,020622834;-0,11775739;1,017109072;0,51482;4,91517;20,1182;0;;;;;;;;;;;;;
93,721;-0,035510703;-0,111411825;1,03443629;0,52516;4,9425;20,11662;0;;;;;;;;;;;;;
93,762;-0,055522936;-0,109948012;1,062991845;0,55313;4,97147;20,11212;0;;;;;;;;;;;;;
93,763;-0,049299694;-0,097134557;1,067872579;0,55313;4,97147;20,11212;0;;;;;;;;;;;;;
93,803;-0,033923547;-0,103480122;1,017352701;0,59347;4,99192;20,09054;0;;;;;;;;;;;;;
93,843;-0,029897044;-0,099453619;0,981476045;0,61519;5,01051;20,06127;0;;;;;;;;;;;;;
93,884;-0,040025484;-0,10762895;0,953409786;0,62504;5,0177;20,02736;0;;;;;;;;;;;;;
93,921;-0,045639144;-0,102625892;1,003807339;0,64376;5,03323;19,9779;0;;;;;;;;;;;;;
93,961;-0,030262997;-0,082491335;1,012349643;0,6646;5,04718;19,91903;0;;;;;;;;;;;;;
93,963;-0,009151886;-0,088470948;1,043100917;0,6646;5,04718;19,91903;0;;;;;;;;;;;;;
94,021;0,022087666;-0,106897044;0,99258104;0,66226;5,05166;19,85287;0;;;;;;;;;;;;;
94,042;0,027212029;-0,09554842;0,979158002;0,64806;5,06537;19,78249;0;;;;;;;;;;;;;
94,082;0,008785933;-0,107994903;0,999414883;0,61831;5,06635;19,70001;0;;;;;;;;;;;;;
94,122;-0,009517839;-0,082979613;1,062381244;0,58688;5,07083;19,6111;0;;;;;;;;;;;;;
94,16;-0,00195209;-0,090911315;1,052618756;0,55729;5,07308;19,51968;0;;;;;;;;;;;;;
94,163;0,020379205;-0,090545362;1,052618756;0,55729;5,07308;19,51968;0;;;;;;;;;;;;;
94,204;0,02782263;-0,098477064;0,980866463;0,52757;5,07743;19,42848;0;;;;;;;;;;;;;
94,242;0,014399592;-0,100917431;0,97208053;0,50867;5,07986;19,34881;0;;;;;;;;;;;;;
94,281;-0,015497452;-0,093839959;1,014912334;0,49176;5,08839;19,29207;0;;;;;;;;;;;;;
94,321;-0,018914373;-0,096280326;1,028091743;0,48755;5,09702;19,24905;0;;;;;;;;;;;;;
94,36;-0,026724771;-0,083711519;1,060429154;0,49031;5,10539;19,21824;0;;;;;;;;;;;;;
94,363;0,006223242;-0,0927421;0,995632008;0,49031;5,10539;19,21824;0;;;;;;;;;;;;;
94,405;-0,005979613;-0,105433231;0,985258919;0,50946;5,11435;19,19808;0;;;;;;;;;;;;;
94,442;-0,010494393;-0,099574924;0,955361876;0,53909;5,12886;19,18406;0;;;;;;;;;;;;;
94,482;-0,025991845;-0,118489297;1,002831804;0,53909;5,12886;19,18406;0;;;;;;;;;;;;;
94,541;-0,040147808;-0,099331295;1,03443629;0,58092;5,16103;19,15747;0;;;;;;;;;;;;;
94,563;-0,043197757;-0,093839959;1,061038736;0,6079;5,17405;19,11141;0;;;;;;;;;;;;;
94,564;-0,034045872;-0,09750051;1,04456473;0,6079;5,17405;19,11141;0;;;;;;;;;;;;;
94,602;-0,008297655;-0,1039684;0,997706422;0,63842;5,19068;19,04843;0;;;;;;;;;;;;;
94,642;-0,014765545;-0,107873598;0,964392457;0,66241;5,19851;18,96291;0;;;;;;;;;;;;;
94,681;-0,021720693;-0,09359633;0,988675841;0,68552;5,21171;18,86128;0;;;;;;;;;;;;;
94,722;-0,031727829;-0,088714577;1,022844037;0,69926;5,20709;18,75084;0;;;;;;;;;;;;;
94,76;-0,029653415;-0,071996942;1,05469317;0,70619;5,20445;18,62477;0;;;;;;;;;;;;;
94,763;-0,010982671;-0,075657492;1,044076453;0,70619;5,20445;18,62477;0;;;;;;;;;;;;;
94,802;0,011348624;-0,083345566;1,004783894;0,70283;5,18878;18,48797;0;;;;;;;;;;;;;
94,842;0,017571865;-0,077365953;0,968053007;0,6932;5,17522;18,34567;0;;;;;;;;;;;;;
94,881;0,005125382;-0,082491335;0,972201835;0,67845;5,15332;18,20158;0;;;;;;;;;;;;;
94,921;-0,015375127;-0,068823649;1,040781855;0,65961;5,13089;18,05857;0;;;;;;;;;;;;;
94,959;-0,017816514;-0,078342508;1,046517839;0,64596;5,1129;17,91744;0;;;;;;;;;;;;;
94,963;-0,010616718;-0,077365953;1,078123344;0,64596;5,1129;17,91744;0;;;;;;;;;;;;;
95,002;0,02050051;-0,091033639;0,985747197;0,63457;5,10194;17,77933;0;;;;;;;;;;;;;
95,057;-0,002440367;-0,094083588;0,997827727;0,62398;5,09803;17,64479;0;;;;;;;;;;;;;
95,08;-0,003294597;-0,096768603;0,962318043;0,62638;5,09867;17,51527;0;;;;;;;;;;;;;
95,12;-0,040269113;-0,08627421;1,055426096;0,62064;5,09934;17,39198;0;;;;;;;;;;;;;
95,162;-0,031239551;-0,07053211;1,037731906;0,62064;5,09934;17,39198;0;;;;;;;;;;;;;
95,163;-0,024528033;-0,080050968;1,056889908;0,62064;5,09934;17,39198;0;;;;;;;;;;;;;
95,203;-0,010860347;-0,102259939;0,987212029;0,63315;5,09843;17,27167;0;;;;;;;;;;;;;
95,243;0,002562691;-0,092131498;0,962195719;0,64943;5,10554;17,15508;0;;;;;;;;;;;;;
95,281;-0,020134557;-0,100185525;0,989530071;0,65025;5,104;17,05417;0;;;;;;;;;;;;;
95,326;-0,030507645;-0,076634047;1,029433231;0,65822;5,1081;16,96228;0;;;;;;;;;;;;;
95,358;-0,027334353;-0,100673802;1,069703364;0,65385;5,08397;16,88917;0;;;;;;;;;;;;;
95,361;-0,007565749;-0,085176351;1,035412844;0,65385;5,08397;16,88917;0;;;;;;;;;;;;;
95,401;0,008663609;-0,104334353;1,010641182;0,65251;5,1068;16,83068;0;;;;;;;;;;;;;
95,445;0,006833843;-0,093230377;0,956704383;0,6405;5,09334;16,78568;0;;;;;;;;;;;;;
95,48;-0,002685015;-0,103602446;1,004906218;0,62684;5,10655;16,74907;0;;;;;;;;;;;;;
95,52;-0,018670744;-0,106165138;1,027969419;0,60702;5,12054;16,72196;0;;;;;;;;;;;;;
95,559;-0,004148828;-0,095060143;1,075072375;0,58897;5,13338;16,70406;0;;;;;;;;;;;;;
95,58;0,00085423;-0,107262997;1,031752294;0,58897;5,13338;16,70406;0;;;;;;;;;;;;;
95,6;0,017450561;-0,110679918;0,999414883;0,57052;5,15922;16,69228;0;;;;;;;;;;;;;
95,641;0,008054027;-0,101283384;0,94620999;0,55195;5,18014;16,69544;0;;;;;;;;;;;;;
95,681;0,000731906;-0,112022426;0,987821611;0,53853;5,19937;16,70729;0;;;;;;;;;;;;;
95,72;-0,021599388;-0,086396534;1,022233435;0,52661;5,20813;16,72495;0;;;;;;;;;;;;;
95,759;-0,010250765;-0,058817533;1,007834862;0,51827;5,20563;16,74553;0;;;;;;;;;;;;;
95,762;-0,011959225;-0,023673802;1,023941896;0,51827;5,20563;16,74553;0;;;;;;;;;;;;;
95,801;0,010494393;0,001586137;0,934007136;0,51626;5,15498;16,76751;0;;;;;;;;;;;;;
95,839;0,000122324;0,025259939;0,927905199;0,5161;5,05474;16,79031;0;;;;;;;;;;;;;
95,881;-0,003416922;0,046614679;0,891541284;0,51612;4,89698;16,81056;0;;;;;;;;;;;;;
95,919;-0,022697248;0,056133537;0,987821611;0,51779;4,70786;16,82913;0;;;;;;;;;;;;;
95,965;-0,023307849;0,050642202;1,001732926;0,51976;4,51709;16,84676;0;;;;;;;;;;;;;
95,965;-0,017205912;0,01488787;1,05835474;0,51976;4,51709;16,84676;0;;;;;;;;;;;;;
96,001;-0,007077472;0,00195209;1,053107034;0,52753;4,32028;16,8636;0;;;;;;;;;;;;;
96,041;0,008663609;-0,013545362;1,026138634;0,53664;4,16331;16,88067;0;;;;;;;;;;;;;
96,097;0,001586137;-0,036364934;1,022355759;0,54145;4,05308;16,89917;0;;;;;;;;;;;;;
96,12;-0,006589195;-0,012813456;1,054571865;0,53764;3,97921;16,91968;0;;;;;;;;;;;;;
96,158;-0,015619776;0,005369011;1,096549439;0,53361;3,8775;16,94214;0;;;;;;;;;;;;;
96,162;-0,005734964;0,038682977;1,104603466;0,53361;3,8775;16,94214;0;;;;;;;;;;;;;
96,201;0,004880734;0,048933741;1,067994903;0,52226;3,75788;16,96727;0;;;;;;;;;;;;;
96,241;0,01488787;0,058696228;0,996486239;0,51217;3,60063;16,99428;0;;;;;;;;;;;;;
96,279;-0,001586137;0,059183486;0,992458716;0,50035;3,43365;17,02337;0;;;;;;;;;;;;;
96,319;-0,008297655;0,041367992;1,012593272;0,49357;3,26955;17,05403;0;;;;;;;;;;;;;
96,358;-0,023917431;0,030873598;1,089715596;0,49087;3,1347;17,08613;0;;;;;;;;;;;;;
96,36;-0,013057085;0,010250765;1,067872579;0,49087;3,1347;17,08613;0;;;;;;;;;;;;;
96,402;-0,014033639;-0,011104995;1,074706422;0,49546;3,03264;17,12004;0;;;;;;;;;;;;;
96,44;-0,004637105;-0,016351682;0,971835882;0,50612;2,96544;17,16012;0;;;;;;;;;;;;;
96,484;-0,02135474;-0,028554536;1,003441386;0,52163;2,91497;17,20505;0;;;;;;;;;;;;;
96,518;-0,024528033;-0,014520897;0,991726809;0,53944;2,87085;17,25359;0;;;;;;;;;;;;;
96,558;-0,030019368;0,003294597;1,043223242;0,55281;2,81349;17,30491;0;;;;;;;;;;;;;
96,561;-0,02587054;0,015497452;1,021989806;0,55281;2,81349;17,30491;0;;;;;;;;;;;;;
96,622;-0,005369011;0,018426096;1,003441386;0,5662;2,73906;17,35832;0;;;;;;;;;;;;;
96,639;0,00195209;0,01940265;0,932664628;0,57223;2,65337;17,42538;0;;;;;;;;;;;;;
96,679;-0,008176351;0,008785933;0,953165138;0,57181;2,56423;17,49554;0;;;;;;;;;;;;;
96,72;-0,011959225;-0,007077472;0,97769317;0,56571;2,48436;17,56694;0;;;;;;;;;;;;;
96,758;-0,019890928;0,004393476;1,027481142;0,55916;2,42608;17,64293;0;;;;;;;;;;;;;
96,762;-0,006223242;-0,00841998;1,036998981;0,55916;2,42608;17,64293;0;;;;;;;;;;;;;
96,801;0,002196738;-0,01208053;1,025284404;0,54977;2,38023;17,72131;0;;;;;;;;;;;;;
96,84;0,00646789;-0,010982671;0,964880734;0,54977;2,38023;17,72131;0;;;;;;;;;;;;;
96,889;-0,005369011;-0,009517839;0,967443425;0,52673;2,30911;17,80142;0;;;;;;;;;;;;;
96,918;-0,010982671;0,003050968;1,01198369;0,52673;2,30911;17,80142;0;;;;;;;;;;;;;
96,957;-0,01012844;0,018914373;1,021623853;0,50376;2,19625;17,88216;0;;;;;;;;;;;;;
96,96;-0,011470948;0,030019368;1,058841998;0,50376;2,19625;17,88216;0;;;;;;;;;;;;;
97,015;0,010250765;0,026846075;0,998681957;0,49116;2,1171;17,96293;0;;;;;;;;;;;;;
97,039;0,006345566;0,020379205;0,977083588;0,47992;2,03066;18,04373;0;;;;;;;;;;;;;
97,078;-0,006833843;0,017205912;0,966589195;0,46982;1,95189;18,12465;0;;;;;;;;;;;;;
97,12;-0,012202854;0,003294597;1,02211213;0,46233;1,87985;18,20502;0;;;;;;;;;;;;;
97,157;-0,021477064;0,009640163;1,062137615;0,4584;1,82621;18,28674;0;;;;;;;;;;;;;
97,161;-0,006711519;0,001830785;1,068604485;0,4584;1,82621;18,28674;0;;;;;;;;;;;;;
97,2;-0,002074414;0,000122324;1,045541284;0,45517;1,77662;18,36887;0;;;;;;;;;;;;;
97,241;0,00085423;0,006345566;0,975496432;0,45479;1,73447;18,45141;0;;;;;;;;;;;;;
97,28;-0,00646789;0,000365953;0,993312946;0,45573;1,68468;18,53435;0;;;;;;;;;;;;;
97,318;-0,010006116;0,017083588;1,002464832;0,45543;1,62988;18,60484;0;;;;;;;;;;;;;
97,357;-0,015619776;0,023795107;1,052375127;0,45132;1,56343;18,66309;0;;;;;;;;;;;;;
97,36;-0,009517839;0,024528033;1,03614475;0,45132;1,56343;18,66309;0;;;;;;;;;;;;;
97,4;0,00646789;0,014765545;1,030775739;0,44719;1,49896;18,71385;0;;;;;;;;;;;;;
97,438;0,006223242;0,012446483;0,96280632;0,44719;1,49896;18,71385;0;;;;;;;;;;;;;
97,478;-0,009030581;0,004880734;0,992946993;0,4425;1,38753;18,75996;0;;;;;;;;;;;;;
97,525;-0,013911315;-0,00561366;0,987699286;0,44251;1,34835;18,80311;0;;;;;;;;;;;;;
97,557;-0,033069317;0,005369011;1,053717635;0,44514;1,31979;18,84455;0;;;;;;;;;;;;;
97,559;-0,015253823;-0,005734964;1,041636086;0,44514;1,31979;18,84455;0;;;;;;;;;;;;;
97,6;-0,008663609;-0,004514781;1,039561672;0,45285;1,29089;18,88517;0;;;;;;;;;;;;;
97,656;0,001708461;0,00280632;0,963904179;0,45821;1,26744;18,92586;0;;;;;;;;;;;;;
97,677;-0,013788991;0,002928644;0,975009174;0,47108;1,22536;18,97181;0;;;;;;;;;;;;;
97,718;-0,024893986;0,013911315;1,00356371;0,47978;1,18493;19,02101;0;;;;;;;;;;;;;
97,761;-0,026114169;0,01769419;1,02601631;0,47978;1,18493;19,02101;0;;;;;;;;;;;;;
97,762;-0,016108053;0,013911315;1,057012232;0,47978;1,18493;19,02101;0;;;;;;;;;;;;;
97,798;0,003294597;0,00646789;1,013813456;0,49571;1,09277;19,08466;0;;;;;;;;;;;;;
97,838;0,004026504;0,000365953;1,003685015;0,49847;1,05087;19,15679;0;;;;;;;;;;;;;
97,878;-0,013300714;0,00366055;0,979523955;0,49954;1,02197;19,23323;0;;;;;;;;;;;;;
97,917;-0,007688073;-0,004026504;1,031507645;0,49532;0,98992;19,31162;0;;;;;;;;;;;;;
97,957;-0,014520897;0,013300714;1,033094801;0,49023;0,96553;19,39029;0;;;;;;;;;;;;;
97,959;-0,007077472;0,010860347;1,060795107;0,49023;0,96553;19,39029;0;;;;;;;;;;;;;
97,999;0,00561366;0,006223242;1,011495413;0,48325;0,93113;19,46406;0;;;;;;;;;;;;;
98,047;0,018304791;0,006345566;0,987577982;0,47485;0,89761;19,53425;0;;;;;;;;;;;;;
98,078;-0,003539246;0,00927421;0,977937819;0,46488;0,85697;19,59678;0;;;;;;;;;;;;;
98,117;-0,015497452;0,012325178;1,020891947;0,45484;0,8191;19,65444;0;;;;;;;;;;;;;
98,157;-0,013300714;0,015375127;1,028701325;0,44837;0,77968;19,70913;0;;;;;;;;;;;;;
98,16;-0,004880734;0,011348624;1,051398573;0,44837;0,77968;19,70913;0;;;;;;;;;;;;;
98,199;0,008054027;0,000610601;1,014667686;0,44187;0,74883;19,76198;0;;;;;;;;;;;;;
98,238;0,010982671;-0,000731906;0,990627931;0,43729;0,72032;19,81369;0;;;;;;;;;;;;;
98,278;-0,012325178;0,005491335;0,996852192;0,43449;0,70022;19,86975;0;;;;;;;;;;;;;
98,317;-0,018060143;0,003050968;1,005149847;0,43526;0,67664;19,92845;0;;;;;;;;;;;;;
98,357;-0,025991845;0,017571865;1,050788991;0,4337;0,65699;19,98874;0;;;;;;;;;;;;;
98,36;-0,006345566;0,008297655;1,024552497;0,4337;0,65699;19,98874;0;;;;;;;;;;;;;
98,4;-0,001464832;0,00280632;1,027358818;0,43619;0,63002;20,04972;0;;;;;;;;;;;;;
98,438;0,006589195;0,00927421;0,955850153;0,43663;0,60468;20,11122;0;;;;;;;;;;;;;
98,477;-0,01012844;0,004880734;0,992824669;0,43926;0,57358;20,17771;0;;;;;;;;;;;;;
98,516;-0,017937819;0,012568807;0,999536188;0,43918;0,54736;20,24649;0;;;;;;;;;;;;;
98,556;-0,015985729;0,011836901;1,039440367;0,43888;0,52103;20,31679;0;;;;;;;;;;;;;
98,558;-0,00841998;0,006345566;1,043955148;0,43888;0,52103;20,31679;0;;;;;;;;;;;;;
98,597;0,00841998;0,00195209;1,019061162;0,43843;0,50229;20,38181;0;;;;;;;;;;;;;
98,638;0,002318043;0,001708461;0,990872579;0,43847;0,47986;20,44282;0;;;;;;;;;;;;;
98,69;-0,016717635;0,006101937;0,984770642;0,43916;0,46443;20,50118;0;;;;;;;;;;;;;
98,718;-0,019036697;0,00732212;1,022355759;0,441;0,44388;20,54452;0;;;;;;;;;;;;;
98,756;-0,023185525;0,021720693;1,033582059;0,44068;0,42486;20,5662;0;;;;;;;;;;;;;
98,759;-0,007565749;0,008663609;1,040781855;0,44068;0,42486;20,5662;0;;;;;;;;;;;;;
98,798;0,000365953;0,005734964;1,002953109;0,44364;0,39791;20,57499;0;;;;;;;;;;;;;
98,838;-0,000731906;0,007199796;0,985747197;0,4461;0,37446;20,57615;0;;;;;;;;;;;;;
98,876;-0,012813456;0,005491335;0,975863405;0,45103;0,35027;20,57281;0;;;;;;;;;;;;;
98,918;-0,024771662;0,009517839;1,029189602;0,45042;0,33005;20,56687;0;;;;;;;;;;;;;
98,955;-0,016108053;0,013788991;1,017230377;0,45417;0,3116;20,57213;0;;;;;;;;;;;;;
98,957;-0,008297655;0,004026504;1,058841998;0,45417;0,3116;20,57213;0;;;;;;;;;;;;;
98,998;0,009151886;0,000243629;0,993190622;0,45191;0,29749;20,58431;0;;;;;;;;;;;;;
99,039;0,004637105;0,000243629;0,992215087;0,45281;0,28047;20,60599;0;;;;;;;;;;;;;
99,077;0,001220183;0,010494393;0,959998981;0,44881;0,26858;20,63331;0;;;;;;;;;;;;;
99,115;-0,014765545;0,007077472;1,01393578;0,44557;0,24942;20,66393;0;;;;;;;;;;;;;
99,155;-0,020988787;0,021233435;1,036389399;0,44297;0,23401;20,69632;0;;;;;;;;;;;;;
99,195;-0,007199796;0,011714577;1,038097859;0,43741;0,21144;20,72965;0;;;;;;;;;;;;;
99,198;0,003172273;0,002318043;1,020159021;0,43741;0,21144;20,72965;0;;;;;;;;;;;;;
99,237;0,012568807;0,004271152;0,964026504;0,43455;0,19793;20,75795;0;;;;;;;;;;;;;
99,276;-0,002685015;0,004026504;0,979646279;0,43051;0,17919;20,78303;0;;;;;;;;;;;;;
99,324;-0,014765545;0,008297655;1,009420999;0,42806;0,16671;20,80621;0;;;;;;;;;;;;;
99,357;-0,019280326;0,009762487;1,059696228;0,42396;0,15186;20,82825;0;;;;;;;;;;;;;
99,395;-0,013300714;0,015863405;1,04261264;0,42455;0,14169;20,8497;0;;;;;;;;;;;;;
99,398;0,004271152;0,007443425;1,024186544;0,42455;0,14169;20,8497;0;;;;;;;;;;;;;
99,436;0,008054027;0,004393476;0,970372069;0,42427;0,12571;20,87082;0;;;;;;;;;;;;;
99,476;-0,002685015;0,008663609;0,985869521;0,42607;0,11496;20,88669;0;;;;;;;;;;;;;
99,515;-0,016108053;0,008542304;1,01393578;0,4262;0,09841;20,89944;0;;;;;;;;;;;;;
99,555;-0,026602446;0,021965341;1,052252803;0,42659;0,08616;20,91033;0;;;;;;;;;;;;;
99,595;-0,011104995;0,010372069;1,041026504;0,42867;0,0675;20,92008;0;;;;;;;;;;;;;
99,597;0,011714577;0,007931702;1,011373089;0,42867;0,0675;20,92008;0;;;;;;;;;;;;;
99,637;0,008785933;0,005857288;0,973422018;0,42437;0,0546;20,93435;0;;;;;;;;;;;;;
99,678;0,003172273;0;0,975375127;0,42361;0,03884;20,9517;0;;;;;;;;;;;;;
99,715;-0,019890928;0,011959225;1,038463812;0,4178;0,02969;20,97046;0;;;;;;;;;;;;;
99,754;-0,008663609;0,012446483;1,030409786;0,4157;0,01482;20,9901;0;;;;;;;;;;;;;
99,794;-0,011959225;0,012691131;1,066896024;0,41442;0,00472;21,01009;0;;;;;;;;;;;;;
99,797;0,014520897;0,008297655;0,995021407;0,41442;0,00472;21,01009;0;;;;;;;;;;;;;
99,846;0,000243629;0,005857288;0,994289501;0,41427;-0,01027;21,03051;0;;;;;;;;;;;;;
99,876;-0,00927421;0,007931702;0,966589195;0,41771;-0,01626;21,05127;0;;;;;;;;;;;;;
99,915;-0,024283384;0,002074414;1,035412844;0,42456;-0,0277;21,07211;0;;;;;;;;;;;;;
99,955;-0,026357798;0,013300714;1,03895209;0,43237;-0,0309;21,09269;0;;;;;;;;;;;;;
99,997;-0,021843017;0,00366055;1,056767584;0,44329;-0,03942;21,11293;0;;;;;;;;;;;;;
100;-0,003172273;-0,001464832;0,995632008;0,44329;-0,03942;21,11293;0;;;;;;;;;;;;;
100,037;-0,00280632;0,002562691;0,978303772;0,45622;-0,0413;21,13235;0;;;;;;;;;;;;;
100,078;-0,008908257;-0,004148828;0,971835882;0,46704;-0,05026;21,15102;0;;;;;;;;;;;;;
100,115;-0,024405708;0,008908257;1,020524975;0,47471;-0,05083;21,16342;0;;;;;;;;;;;;;
100,155;-0,014643221;0,016962283;1,028335372;0,47549;-0,05822;21,17204;0;;;;;;;;;;;;;
100,195;-0,009640163;0,016108053;1,05469317;0,46833;-0,06682;21,17827;0;;;;;;;;;;;;;
100,197;0,012202854;0,010738022;0,997461774;0,46833;-0,06682;21,17827;0;;;;;;;;;;;;;
100,236;0,012325178;0,015253823;0,966710499;0,46501;-0,0788;21,18301;0;;;;;;;;;;;;;
100,275;-0,008785933;0,010372069;0,984038736;0,45406;-0,09433;21,18677;0;;;;;;;;;;;;;
100,315;-0,017450561;0,014643221;1,023941896;0,45285;-0,1117;21,19524;0;;;;;;;;;;;;;
100,354;-0,021843017;0,020379205;1,060672783;0,45092;-0,12524;21,20646;0;;;;;;;;;;;;;
100,394;-0,020622834;0,009762487;1,03053211;0,45092;-0,12524;21,20646;0;;;;;;;;;;;;;
100,396;0,004148828;-0,000243629;1,014667686;0,4582;-0,13601;21,21964;0;;;;;;;;;;;;;
100,436;-0,00280632;0,001464832;0,964270133;0,46569;-0,13894;21,23405;0;;;;;;;;;;;;;
100,486;-0,012691131;-0,006345566;0,987821611;0,47621;-0,14034;21,24943;0;;;;;;;;;;;;;
100,516;-0,02867686;0,011959225;1,024918451;0,48546;-0,13466;21,2649;0;;;;;;;;;;;;;
100,554;-0,021965341;0,008054027;1,035535168;0,49363;-0,1373;21,27996;0;;;;;;;;;;;;;
100,595;-0,020988787;0,009396534;1,037975535;0,49363;-0,1373;21,27996;0;;;;;;;;;;;;;
100,597;-0,005369011;0,011104995;1,024796126;0,49837;-0,14043;21,29452;0;;;;;;;;;;;;;
100,638;0,001342508;0,00841998;0,977449541;0,49837;-0,14043;21,29452;0;;;;;;;;;;;;;
100,675;-0,004637105;0,010738022;0,954629969;0,49605;-0,15891;21,3086;0;;;;;;;;;;;;;
100,714;-0,005734964;0,00085423;0,998072375;0,48953;-0,17137;21,31701;0;;;;;;;;;;;;;
100,758;-0,012691131;0,014277268;1,028944954;0,47871;-0,1795;21,3221;0;;;;;;;;;;;;;
100,793;-0,005857288;0,010860347;1,05383894;0,46725;-0,18329;21,32513;0;;;;;;;;;;;;;
100,796;0,009640163;0,004637105;1,028457696;0,46725;-0,18329;21,32513;0;;;;;;;;;;;;;
100,838;-0,00841998;-0,000976555;0,986601427;0,45521;-0,1876;21,32709;0;;;;;;;;;;;;;
100,875;0,002074414;0,002685015;0,975496432;0,4593;-0,18225;21,32823;0;;;;;;;;;;;;;
100,914;-0,0269684;-0,00280632;1,021623853;0,44944;-0,18466;21,31686;0;;;;;;;;;;;;;
100,953;-0,013788991;0,011104995;1,045907238;0,46289;-0,18559;21,29823;0;;;;;;;;;;;;;
101,006;-0,011470948;0,012446483;1,058841998;0,45954;-0,19442;21,27536;0;;;;;;;;;;;;;
101,006;-0,011592253;0,008297655;1,013692151;0,45954;-0,19442;21,27536;0;;;;;;;;;;;;;
101,035;0,004637105;0,012691131;0,981841998;0,47095;-0,20547;21,25035;0;;;;;;;;;;;;;
101,075;-0,014520897;0,009640163;0,977449541;0,47455;-0,2168;21,23765;0;;;;;;;;;;;;;
101,115;-0,01854842;0,00280632;1,006004077;0,48345;-0,22842;21,23207;0;;;;;;;;;;;;;
101,155;-0,026114169;0,01769419;1,063235474;0,48803;-0,23275;21,23076;0;;;;;;;;;;;;;
101,193;-0,008785933;0,008908257;1,037975535;0,49549;-0,24174;21,23205;0;;;;;;;;;;;;;
101,196;-0,0112263;0,000731906;1,048103976;0,49549;-0,24174;21,23205;0;;;;;;;;;;;;;
101,235;0,003416922;0,006711519;0,958778797;0,49913;-0,23972;21,23458;0;;;;;;;;;;;;;
